"id","Gender","Age","Region_Code","Vehicle_Age","Vehicle_Damage","Annual_Premium","Vintage","Response"
333716,"Female",25,"15","< 1 Year","Yes",30413,56,0
262010,"Female",21,"3","< 1 Year","No",32059,294,0
236698,"Female",24,"28","< 1 Year","No",36396,111,0
352364,"Female",27,"29","< 1 Year","No",27009,15,0
176255,"Female",33,"30","1-2 Year","No",16866,263,0
363028,"Male",45,"28","1-2 Year","No",62492,118,0
326690,"Female",22,"46","< 1 Year","Yes",23851,272,0
314974,"Male",32,"30","< 1 Year","No",32628,266,0
357947,"Female",77,"41","1-2 Year","Yes",27876,189,0
321712,"Female",37,"8","1-2 Year","Yes",25325,47,1
47134,"Female",46,"41","1-2 Year","Yes",32821,25,1
152461,"Male",53,"28","1-2 Year","Yes",44127,105,1
314778,"Female",21,"41","< 1 Year","No",18891,185,0
138802,"Female",38,"30","1-2 Year","Yes",30843,90,0
75430,"Female",28,"28","< 1 Year","No",45421,71,0
33592,"Female",39,"28","1-2 Year","No",39026,149,0
316893,"Male",72,"28","1-2 Year","Yes",36699,171,1
364253,"Male",56,"28","1-2 Year","No",38627,102,0
241395,"Male",43,"28","1-2 Year","No",57173,203,0
245083,"Male",47,"46","> 2 Years","Yes",32843,161,0
122965,"Male",21,"8","< 1 Year","No",54954,215,0
57041,"Female",43,"28","1-2 Year","No",38689,237,1
242976,"Male",25,"15","< 1 Year","No",2630,33,0
144186,"Female",25,"11","< 1 Year","No",33668,94,0
351540,"Male",42,"28","1-2 Year","Yes",42247,249,0
276669,"Male",50,"11","1-2 Year","Yes",25583,46,0
56529,"Female",28,"28","< 1 Year","No",40379,271,0
189669,"Male",27,"15","< 1 Year","No",35618,38,0
216813,"Female",28,"28","< 1 Year","No",53587,241,0
163724,"Male",28,"3","1-2 Year","No",2630,194,0
154871,"Female",21,"8","< 1 Year","No",24719,243,0
316979,"Male",22,"41","< 1 Year","Yes",38678,15,0
64371,"Male",37,"28","1-2 Year","Yes",45581,76,0
151639,"Male",48,"28","1-2 Year","No",33349,230,0
316504,"Female",21,"50","< 1 Year","No",35905,102,0
348018,"Male",23,"3","< 1 Year","No",36103,169,0
232047,"Male",51,"28","1-2 Year","No",38657,27,0
59429,"Male",24,"8","< 1 Year","No",55135,131,0
13325,"Male",58,"15","1-2 Year","No",32086,161,0
316299,"Female",24,"30","< 1 Year","No",27573,121,0
259765,"Male",22,"15","< 1 Year","Yes",34268,269,0
103376,"Male",28,"28","< 1 Year","No",26262,225,0
48902,"Male",23,"46","< 1 Year","No",30095,217,0
100206,"Male",80,"28","1-2 Year","Yes",65180,271,0
168513,"Female",45,"28","1-2 Year","Yes",26487,92,0
176716,"Male",36,"28","1-2 Year","No",32720,252,0
266927,"Male",23,"11","< 1 Year","No",26514,98,0
51087,"Female",24,"41","< 1 Year","No",27381,257,0
290120,"Male",30,"30","< 1 Year","No",29448,157,0
97987,"Male",39,"28","1-2 Year","Yes",41565,88,1
297929,"Female",22,"8","< 1 Year","No",37965,281,0
340034,"Female",53,"46","1-2 Year","No",2630,210,0
72734,"Male",23,"15","< 1 Year","No",39338,133,0
269102,"Male",45,"28","1-2 Year","Yes",43163,28,0
367730,"Female",40,"8","1-2 Year","Yes",34092,285,1
362318,"Female",71,"46","1-2 Year","No",34715,152,0
123253,"Female",22,"29","< 1 Year","Yes",38296,221,1
135957,"Female",49,"8","1-2 Year","Yes",35651,83,0
286651,"Female",21,"8","< 1 Year","Yes",35934,295,1
300688,"Female",51,"28","1-2 Year","No",41389,153,0
341703,"Male",63,"46","1-2 Year","Yes",45529,23,0
210970,"Male",42,"41","1-2 Year","No",32952,112,0
20459,"Male",26,"46","< 1 Year","Yes",2630,122,0
289032,"Female",45,"46","1-2 Year","No",2630,78,0
53197,"Male",35,"28","1-2 Year","No",50729,124,0
17916,"Female",28,"28","< 1 Year","No",43310,101,0
316470,"Male",51,"28","1-2 Year","Yes",40015,109,1
262773,"Male",46,"28","1-2 Year","Yes",2630,294,1
50305,"Female",23,"30","< 1 Year","No",26769,259,0
124993,"Female",55,"28","1-2 Year","No",43450,43,0
68146,"Male",62,"28","1-2 Year","Yes",79361,162,0
221865,"Male",23,"3","< 1 Year","No",17718,170,0
254134,"Male",25,"28","1-2 Year","Yes",2630,42,0
61466,"Female",27,"3","< 1 Year","No",2630,243,0
365534,"Male",31,"28","1-2 Year","Yes",2630,12,1
95270,"Female",29,"50","< 1 Year","No",27154,275,0
299330,"Male",28,"28","< 1 Year","Yes",39503,226,1
13898,"Female",23,"28","1-2 Year","Yes",46649,100,0
344390,"Female",21,"8","< 1 Year","Yes",53186,290,0
74291,"Female",24,"8","< 1 Year","Yes",43790,132,0
42039,"Male",41,"41","1-2 Year","Yes",31140,278,1
23644,"Female",40,"28","1-2 Year","Yes",44482,11,0
132399,"Male",22,"8","< 1 Year","No",26415,284,0
317114,"Male",66,"28","1-2 Year","Yes",33530,86,0
194024,"Female",30,"8","< 1 Year","Yes",54384,78,0
298044,"Male",25,"28","< 1 Year","No",49110,124,0
228118,"Male",49,"8","> 2 Years","Yes",63582,48,0
88045,"Male",47,"28","1-2 Year","Yes",32170,194,0
206280,"Female",36,"46","1-2 Year","Yes",2630,130,1
277501,"Male",54,"28","1-2 Year","Yes",2630,265,0
188040,"Male",63,"28","1-2 Year","No",56911,107,0
269751,"Male",25,"28","1-2 Year","Yes",42049,168,0
73813,"Male",60,"29","1-2 Year","Yes",37213,105,0
5923,"Female",21,"28","< 1 Year","Yes",38527,50,0
378530,"Male",25,"46","< 1 Year","No",24520,233,0
166477,"Female",22,"8","< 1 Year","No",44787,169,0
328783,"Male",25,"8","< 1 Year","No",67715,173,0
209929,"Male",46,"28","1-2 Year","Yes",51080,159,0
217814,"Female",29,"29","1-2 Year","No",2630,39,0
67063,"Male",37,"15","1-2 Year","No",27799,208,0
304101,"Male",70,"50","1-2 Year","No",21354,231,0
360767,"Male",75,"28","1-2 Year","No",26744,175,0
213803,"Male",67,"28","1-2 Year","Yes",28715,128,0
153653,"Female",72,"28","> 2 Years","Yes",44798,197,1
291410,"Female",22,"15","< 1 Year","No",38472,197,0
292969,"Male",61,"28","> 2 Years","Yes",79616,98,0
270450,"Female",42,"46","1-2 Year","No",28095,239,0
319544,"Male",44,"28","1-2 Year","Yes",42340,205,0
169125,"Male",47,"28","1-2 Year","No",29533,76,0
31881,"Female",43,"28","1-2 Year","Yes",37090,288,0
68014,"Male",77,"28","1-2 Year","Yes",36597,116,0
154645,"Female",46,"28","1-2 Year","No",34016,43,0
77213,"Male",25,"28","< 1 Year","No",46239,13,0
6232,"Male",21,"8","< 1 Year","Yes",39055,203,0
321848,"Male",42,"28","1-2 Year","No",24789,120,0
38396,"Male",24,"11","< 1 Year","No",30447,206,0
228756,"Male",59,"28","> 2 Years","Yes",43976,31,0
230697,"Female",59,"8","1-2 Year","No",2630,70,0
360512,"Male",46,"15","1-2 Year","No",24296,227,0
144860,"Female",63,"8","1-2 Year","No",67158,74,0
157471,"Female",21,"15","< 1 Year","No",43317,201,0
176211,"Female",25,"29","< 1 Year","No",32990,104,0
315658,"Female",22,"8","< 1 Year","No",43727,185,0
66822,"Male",34,"28","1-2 Year","No",33571,90,0
185131,"Male",37,"8","1-2 Year","Yes",33949,193,0
49714,"Male",55,"29","1-2 Year","Yes",32743,77,1
28855,"Male",28,"41","< 1 Year","No",17774,178,0
155911,"Male",38,"50","1-2 Year","Yes",38115,286,0
102114,"Male",40,"28","1-2 Year","No",35522,297,0
26884,"Female",22,"15","< 1 Year","Yes",38784,31,0
378072,"Female",78,"28","1-2 Year","No",41969,19,0
35552,"Male",66,"28","1-2 Year","No",54230,236,0
173049,"Female",22,"15","< 1 Year","No",43554,260,0
287243,"Male",70,"8","1-2 Year","No",39024,107,0
40720,"Male",53,"46","1-2 Year","Yes",43671,252,0
291616,"Female",35,"28","1-2 Year","Yes",106396,86,1
268519,"Male",62,"28","1-2 Year","No",33076,231,0
50223,"Female",40,"3","1-2 Year","Yes",27930,154,1
29377,"Female",29,"29","< 1 Year","No",42131,225,0
19939,"Male",69,"8","1-2 Year","Yes",38630,221,0
281619,"Female",58,"28","1-2 Year","Yes",37687,56,0
19653,"Female",29,"28","< 1 Year","No",31947,203,0
294046,"Male",45,"15","1-2 Year","No",29931,192,0
368816,"Male",25,"41","< 1 Year","No",2630,162,0
207362,"Male",70,"28","1-2 Year","No",54513,289,0
134927,"Male",22,"28","< 1 Year","No",60424,200,0
119417,"Female",66,"28","1-2 Year","Yes",64067,291,0
129681,"Female",40,"28","1-2 Year","Yes",47786,211,0
242226,"Male",52,"15","1-2 Year","Yes",42856,61,0
297672,"Male",45,"28","1-2 Year","Yes",39563,114,0
355416,"Female",31,"3","1-2 Year","Yes",33648,60,0
60511,"Female",23,"8","< 1 Year","No",32424,199,0
291454,"Female",25,"28","< 1 Year","Yes",30375,101,0
164415,"Male",27,"3","< 1 Year","Yes",2630,248,0
198539,"Female",26,"28","< 1 Year","No",23609,126,0
33947,"Male",37,"46","1-2 Year","Yes",44546,282,0
28381,"Female",23,"50","< 1 Year","No",48895,109,0
15603,"Male",51,"11","1-2 Year","Yes",33435,262,1
26305,"Male",63,"28","1-2 Year","No",51982,179,0
236059,"Male",27,"3","< 1 Year","No",25161,232,0
328452,"Male",69,"8","1-2 Year","Yes",29479,292,0
156553,"Male",61,"8","1-2 Year","Yes",35617,139,0
242227,"Male",44,"30","1-2 Year","No",32131,289,0
271750,"Male",21,"8","< 1 Year","No",29356,214,0
252950,"Male",32,"46","< 1 Year","Yes",2630,198,0
134486,"Male",54,"28","1-2 Year","No",46360,87,0
256050,"Male",20,"41","< 1 Year","No",49216,32,0
9182,"Male",21,"8","< 1 Year","Yes",43960,259,0
230559,"Male",63,"28","1-2 Year","Yes",50191,226,0
172056,"Female",26,"50","< 1 Year","No",32788,151,0
157284,"Female",24,"28","1-2 Year","Yes",53129,210,0
291987,"Female",23,"15","< 1 Year","Yes",43814,229,0
245776,"Male",24,"8","< 1 Year","No",57367,78,0
319438,"Female",28,"28","1-2 Year","Yes",38948,66,0
148339,"Female",32,"28","1-2 Year","Yes",23828,252,1
367535,"Female",43,"28","1-2 Year","No",34510,173,0
222524,"Female",47,"28","1-2 Year","No",38537,283,0
93729,"Female",58,"30","1-2 Year","No",34939,235,0
295375,"Female",31,"29","< 1 Year","Yes",30124,185,1
289133,"Male",80,"29","1-2 Year","Yes",2630,183,0
191743,"Male",65,"28","1-2 Year","No",38125,139,0
279510,"Male",35,"28","1-2 Year","No",30936,177,0
259979,"Male",23,"8","< 1 Year","No",29432,165,0
99454,"Male",70,"28","1-2 Year","Yes",2630,57,1
319827,"Female",24,"8","< 1 Year","No",42289,149,0
125584,"Female",21,"11","1-2 Year","No",31963,80,0
229045,"Female",22,"8","< 1 Year","Yes",32028,212,0
49810,"Male",20,"50","< 1 Year","Yes",41108,73,0
121837,"Female",24,"50","< 1 Year","Yes",36487,222,1
58068,"Male",53,"28","1-2 Year","No",40642,101,0
293112,"Female",34,"30","1-2 Year","No",35948,191,0
96934,"Male",26,"41","< 1 Year","No",2630,124,0
259468,"Female",49,"28","1-2 Year","Yes",41081,101,1
379520,"Female",52,"28","1-2 Year","Yes",28585,291,0
155065,"Female",25,"30","< 1 Year","No",49121,192,0
53642,"Female",57,"28","1-2 Year","Yes",2630,33,0
210316,"Female",29,"8","< 1 Year","Yes",50766,248,0
308272,"Male",23,"41","< 1 Year","Yes",35143,73,0
61248,"Male",35,"28","1-2 Year","Yes",24887,146,1
251009,"Male",65,"28","1-2 Year","No",57205,238,0
54596,"Female",38,"8","1-2 Year","No",43806,143,0
113000,"Male",50,"15","> 2 Years","Yes",34247,71,0
10832,"Male",35,"15","1-2 Year","Yes",2630,138,1
61254,"Female",38,"28","1-2 Year","Yes",58973,152,1
192712,"Male",28,"50","< 1 Year","No",31193,135,0
261266,"Male",24,"46","< 1 Year","No",2630,34,0
200162,"Female",23,"15","< 1 Year","Yes",39664,143,0
240598,"Male",50,"28","> 2 Years","Yes",50153,92,0
349631,"Male",21,"46","< 1 Year","No",21419,99,0
112126,"Male",69,"28","> 2 Years","Yes",57130,49,0
200004,"Male",44,"28","1-2 Year","No",49447,155,0
154641,"Male",33,"8","1-2 Year","Yes",32425,255,1
176697,"Male",62,"28","1-2 Year","No",23422,153,0
210382,"Male",62,"46","1-2 Year","Yes",32822,235,0
127921,"Male",44,"28","1-2 Year","Yes",42590,293,0
221737,"Female",52,"28","1-2 Year","Yes",34561,136,0
155879,"Female",22,"41","< 1 Year","No",37920,54,0
47311,"Male",39,"28","1-2 Year","No",46509,295,0
108430,"Female",49,"11","1-2 Year","Yes",2630,105,0
231405,"Female",22,"11","< 1 Year","No",39051,279,0
319595,"Female",47,"29","1-2 Year","Yes",34176,248,1
312220,"Female",58,"28","1-2 Year","Yes",59468,273,0
6635,"Male",51,"46","1-2 Year","No",48332,103,0
125194,"Male",36,"3","1-2 Year","Yes",19222,119,0
130620,"Female",25,"29","< 1 Year","No",34209,245,0
338388,"Male",58,"8","> 2 Years","Yes",52184,31,0
215462,"Male",29,"30","< 1 Year","No",27974,150,0
185381,"Male",24,"8","< 1 Year","No",27873,298,0
229838,"Male",25,"15","< 1 Year","Yes",32696,54,0
148296,"Male",24,"50","< 1 Year","No",40043,234,0
124860,"Male",44,"28","1-2 Year","No",39745,32,0
209414,"Male",67,"8","1-2 Year","Yes",2630,81,1
154356,"Male",47,"8","1-2 Year","Yes",47565,212,0
40677,"Male",63,"41","1-2 Year","No",34131,95,0
200567,"Female",40,"28","1-2 Year","No",21025,284,0
60023,"Female",31,"29","< 1 Year","Yes",32191,285,0
56485,"Female",22,"8","< 1 Year","No",54105,170,0
365880,"Male",58,"41","1-2 Year","Yes",32497,146,1
284528,"Male",25,"15","< 1 Year","No",26316,284,0
227867,"Male",31,"46","< 1 Year","No",33801,293,0
317924,"Female",48,"50","1-2 Year","No",37733,214,0
214228,"Male",58,"28","1-2 Year","Yes",41364,113,0
379008,"Female",46,"28","1-2 Year","Yes",39714,244,0
36760,"Male",45,"28","1-2 Year","Yes",36574,281,0
261765,"Male",24,"28","< 1 Year","No",55429,105,0
30546,"Male",57,"3","1-2 Year","Yes",2630,146,1
107532,"Male",54,"8","1-2 Year","Yes",42572,139,0
301792,"Male",42,"28","1-2 Year","No",26176,246,0
56325,"Female",66,"28","1-2 Year","Yes",46978,158,0
301558,"Male",21,"46","< 1 Year","Yes",2630,146,0
109546,"Female",22,"50","< 1 Year","No",30958,117,0
286944,"Male",24,"3","1-2 Year","Yes",23487,133,1
363591,"Female",36,"41","1-2 Year","Yes",29720,235,0
332558,"Female",64,"28","1-2 Year","No",2630,73,0
263213,"Male",67,"28","1-2 Year","No",60848,194,0
183447,"Male",49,"50","1-2 Year","No",36021,44,0
94898,"Male",25,"30","< 1 Year","No",24607,16,0
238297,"Male",22,"30","< 1 Year","No",30228,16,0
348569,"Female",63,"28","1-2 Year","Yes",35352,228,0
139159,"Male",24,"8","< 1 Year","Yes",47939,247,0
38451,"Female",27,"8","< 1 Year","No",38132,253,0
256976,"Male",49,"28","1-2 Year","Yes",44994,75,0
305849,"Female",46,"8","1-2 Year","No",61284,223,0
206380,"Female",42,"28","1-2 Year","Yes",39321,34,1
261302,"Male",35,"28","1-2 Year","Yes",29101,125,0
188529,"Male",35,"28","1-2 Year","Yes",40406,11,1
14024,"Male",46,"46","1-2 Year","Yes",2630,193,0
82758,"Female",69,"28","1-2 Year","Yes",28780,49,0
340497,"Female",67,"8","1-2 Year","Yes",2630,263,0
189250,"Male",55,"28","1-2 Year","No",2630,131,0
26327,"Male",25,"29","< 1 Year","No",36494,97,0
236552,"Male",22,"30","< 1 Year","No",31738,287,0
289216,"Male",23,"28","< 1 Year","No",52161,62,0
343625,"Male",47,"30","1-2 Year","Yes",2630,47,0
150047,"Male",23,"11","< 1 Year","No",35193,107,0
31067,"Male",65,"28","1-2 Year","No",42365,235,0
205368,"Male",47,"29","1-2 Year","Yes",2630,61,0
60791,"Male",22,"30","< 1 Year","No",26435,13,0
283445,"Female",25,"15","< 1 Year","Yes",2630,197,0
261061,"Female",24,"3","< 1 Year","Yes",26195,193,0
115116,"Male",50,"46","1-2 Year","Yes",26502,62,0
105353,"Female",22,"8","< 1 Year","No",23589,172,0
261511,"Female",62,"46","1-2 Year","No",30045,110,0
284055,"Female",73,"28","1-2 Year","Yes",51598,115,0
239012,"Female",23,"8","< 1 Year","Yes",48545,236,0
341160,"Female",49,"28","1-2 Year","Yes",24487,163,1
350281,"Female",25,"15","< 1 Year","Yes",29563,197,0
296779,"Male",34,"28","1-2 Year","Yes",28628,181,0
3534,"Female",23,"41","< 1 Year","No",34596,152,0
94400,"Female",30,"28","1-2 Year","Yes",26359,224,0
177403,"Male",50,"28","> 2 Years","Yes",38357,96,0
216433,"Female",22,"46","< 1 Year","No",20090,156,0
6459,"Female",56,"28","1-2 Year","Yes",67685,51,0
327165,"Male",43,"8","1-2 Year","Yes",32956,259,0
124763,"Female",24,"41","< 1 Year","No",25778,81,0
238918,"Male",57,"30","1-2 Year","No",26406,298,0
123712,"Male",62,"28","1-2 Year","Yes",46437,234,0
32214,"Female",24,"41","< 1 Year","No",36796,272,0
28804,"Female",50,"28","> 2 Years","Yes",47655,267,1
154779,"Male",52,"28","1-2 Year","Yes",2630,129,1
269098,"Male",41,"8","1-2 Year","No",40015,222,0
98035,"Male",49,"29","1-2 Year","Yes",41263,279,0
327013,"Male",27,"8","< 1 Year","No",39508,111,0
135175,"Female",49,"28","1-2 Year","Yes",34379,185,0
372013,"Male",53,"30","1-2 Year","No",25435,193,0
299953,"Male",38,"28","1-2 Year","Yes",28801,34,1
136958,"Male",29,"29","< 1 Year","Yes",31772,230,0
164875,"Male",41,"28","1-2 Year","Yes",46504,204,0
98182,"Female",26,"28","< 1 Year","No",32746,200,0
192166,"Male",75,"28","1-2 Year","Yes",48925,100,0
357944,"Male",22,"29","< 1 Year","No",37059,57,0
274373,"Male",49,"28","1-2 Year","Yes",40270,116,1
19930,"Male",61,"41","1-2 Year","Yes",34252,72,0
313770,"Male",31,"30","< 1 Year","Yes",47081,172,0
72342,"Female",25,"29","< 1 Year","No",44947,215,0
48288,"Male",30,"30","< 1 Year","No",25005,199,0
171678,"Female",43,"28","1-2 Year","No",24356,85,0
355752,"Male",24,"8","< 1 Year","No",40976,157,0
197665,"Male",73,"11","1-2 Year","No",2630,291,0
136075,"Female",32,"28","< 1 Year","No",37088,141,0
229785,"Male",76,"8","1-2 Year","Yes",28127,156,0
105377,"Male",43,"8","1-2 Year","Yes",2630,54,1
107584,"Female",54,"46","1-2 Year","No",36220,222,0
57817,"Female",49,"15","1-2 Year","Yes",33029,274,1
251117,"Male",56,"30","1-2 Year","Yes",2630,185,1
11332,"Female",39,"28","1-2 Year","No",49875,112,0
157057,"Male",77,"28","1-2 Year","Yes",41808,100,0
223840,"Male",37,"29","1-2 Year","No",34331,119,0
17218,"Male",22,"15","< 1 Year","Yes",36865,84,0
338134,"Male",29,"15","< 1 Year","No",25264,250,0
139136,"Female",31,"28","1-2 Year","Yes",52484,72,0
336167,"Male",26,"41","< 1 Year","No",37258,69,0
317540,"Female",48,"8","1-2 Year","No",38250,213,0
57215,"Female",24,"8","< 1 Year","No",25654,218,0
94935,"Male",69,"28","1-2 Year","Yes",56875,215,0
66185,"Female",43,"28","1-2 Year","Yes",2630,276,0
201611,"Female",37,"50","1-2 Year","No",40540,99,0
245229,"Female",22,"28","< 1 Year","No",41028,97,0
121419,"Female",23,"28","< 1 Year","No",30985,110,0
152428,"Male",34,"15","1-2 Year","Yes",34787,30,0
178266,"Male",50,"28","1-2 Year","No",44349,245,0
74102,"Male",21,"28","< 1 Year","No",21525,157,0
373636,"Female",22,"46","< 1 Year","Yes",30429,296,0
81037,"Male",42,"28","> 2 Years","Yes",35023,287,1
119636,"Male",29,"8","< 1 Year","No",63994,263,0
59014,"Male",21,"15","< 1 Year","No",35092,67,0
27892,"Male",23,"15","< 1 Year","No",68003,89,0
330674,"Female",74,"28","> 2 Years","Yes",44133,220,0
227773,"Female",27,"28","1-2 Year","Yes",31742,53,1
117461,"Male",22,"8","< 1 Year","No",31814,127,0
149721,"Male",24,"8","< 1 Year","No",36338,124,0
338086,"Male",71,"46","1-2 Year","Yes",38770,286,0
361494,"Female",25,"46","< 1 Year","No",18564,32,0
24535,"Female",25,"8","< 1 Year","Yes",35099,136,0
247937,"Male",53,"28","1-2 Year","Yes",36625,85,0
104905,"Female",22,"41","< 1 Year","Yes",29909,33,1
370325,"Male",42,"8","1-2 Year","No",2630,298,0
183685,"Male",45,"30","1-2 Year","Yes",28195,229,1
3511,"Male",26,"8","< 1 Year","No",51266,261,0
223859,"Male",49,"28","1-2 Year","Yes",52979,154,1
286318,"Male",46,"8","1-2 Year","No",39797,266,0
357756,"Male",32,"28","< 1 Year","No",39890,65,0
205691,"Male",44,"50","> 2 Years","Yes",34680,155,0
40522,"Female",58,"28","1-2 Year","Yes",34831,249,1
194623,"Male",63,"28","1-2 Year","No",68780,183,0
38099,"Female",22,"28","< 1 Year","No",2630,231,0
11989,"Male",56,"46","1-2 Year","Yes",35370,115,1
90075,"Female",22,"15","< 1 Year","No",41921,192,0
143037,"Female",23,"15","< 1 Year","No",45677,132,0
231332,"Male",36,"8","1-2 Year","No",85872,111,0
296877,"Male",23,"15","< 1 Year","No",26421,231,0
262431,"Male",38,"8","1-2 Year","No",30351,19,1
292026,"Female",37,"3","1-2 Year","No",33002,205,0
274709,"Female",26,"28","< 1 Year","No",41774,175,0
164514,"Female",38,"28","1-2 Year","Yes",31277,66,0
127020,"Male",22,"8","< 1 Year","No",36679,251,0
23723,"Male",23,"28","< 1 Year","No",40360,186,0
22382,"Male",25,"11","< 1 Year","No",34440,13,0
203029,"Male",23,"28","< 1 Year","Yes",50577,234,1
100527,"Male",23,"29","< 1 Year","No",44551,110,0
208380,"Male",67,"3","1-2 Year","Yes",27153,96,1
116479,"Male",20,"11","< 1 Year","Yes",46233,249,0
266526,"Male",50,"46","1-2 Year","Yes",24031,178,0
80868,"Male",47,"28","1-2 Year","Yes",23911,22,0
208792,"Male",29,"41","< 1 Year","No",40984,219,0
319187,"Female",22,"30","< 1 Year","Yes",39705,119,0
18547,"Male",36,"41","1-2 Year","No",21782,142,0
273206,"Female",24,"41","< 1 Year","No",27356,99,0
270515,"Male",46,"28","1-2 Year","Yes",59703,79,0
202578,"Male",49,"28","1-2 Year","Yes",34213,146,1
220455,"Female",51,"28","1-2 Year","No",34706,270,0
358807,"Male",22,"8","< 1 Year","No",39807,83,0
27359,"Male",61,"8","1-2 Year","No",37708,136,0
184626,"Female",48,"28","1-2 Year","Yes",39008,260,0
363637,"Male",46,"28","1-2 Year","No",32160,82,0
139963,"Female",28,"50","< 1 Year","No",28348,12,0
261980,"Male",73,"28","1-2 Year","Yes",44755,61,0
340330,"Female",43,"15","1-2 Year","No",33766,229,0
190078,"Male",40,"28","1-2 Year","Yes",55281,179,0
162430,"Female",32,"29","< 1 Year","Yes",36287,283,1
249257,"Male",36,"3","1-2 Year","No",31587,184,0
82077,"Male",64,"28","1-2 Year","No",58470,66,0
63811,"Male",23,"8","< 1 Year","Yes",41608,153,0
352493,"Male",37,"28","1-2 Year","Yes",28826,155,1
155788,"Male",48,"8","1-2 Year","Yes",32085,21,0
54168,"Male",26,"28","< 1 Year","No",33023,267,0
149102,"Male",24,"41","< 1 Year","No",29584,86,0
223219,"Male",26,"28","< 1 Year","Yes",2630,165,1
193494,"Female",34,"46","1-2 Year","Yes",2630,210,1
294789,"Male",76,"28","1-2 Year","Yes",25220,281,0
131914,"Female",33,"28","1-2 Year","Yes",68330,256,0
70467,"Female",43,"28","1-2 Year","Yes",61078,254,0
93868,"Male",30,"11","1-2 Year","No",23822,40,0
138101,"Male",41,"28","1-2 Year","Yes",45107,261,0
259988,"Female",48,"28","1-2 Year","No",30486,146,0
19647,"Male",44,"8","1-2 Year","No",35524,30,0
10816,"Male",25,"28","< 1 Year","No",42710,206,0
232305,"Female",24,"41","< 1 Year","No",21765,292,0
380923,"Male",24,"30","< 1 Year","No",2630,218,0
321137,"Female",41,"8","1-2 Year","Yes",2630,281,0
70158,"Male",49,"28","1-2 Year","Yes",26139,192,0
190635,"Female",21,"46","< 1 Year","No",23938,181,0
342393,"Male",64,"3","1-2 Year","Yes",18402,77,0
213513,"Female",41,"46","1-2 Year","Yes",2630,210,0
307130,"Female",24,"8","< 1 Year","No",41298,122,0
46867,"Male",53,"28","1-2 Year","No",48212,172,0
291350,"Female",78,"28","1-2 Year","Yes",50277,137,0
161433,"Male",69,"28","1-2 Year","No",72326,288,0
18524,"Male",57,"8","> 2 Years","Yes",45118,255,0
147536,"Male",43,"41","1-2 Year","Yes",37511,28,0
45989,"Female",27,"30","< 1 Year","No",29356,58,0
373672,"Male",23,"41","< 1 Year","Yes",23828,101,0
379580,"Male",52,"50","1-2 Year","Yes",49789,25,0
224425,"Female",20,"30","< 1 Year","No",42796,172,0
363298,"Male",55,"28","1-2 Year","No",40632,228,0
4039,"Male",40,"15","1-2 Year","Yes",2630,95,0
188513,"Female",22,"28","< 1 Year","No",44842,290,0
246198,"Female",46,"28","1-2 Year","Yes",38348,27,0
208008,"Male",40,"28","1-2 Year","Yes",2630,98,1
223811,"Male",33,"41","1-2 Year","Yes",21600,178,1
358253,"Male",63,"28","1-2 Year","Yes",47482,84,0
110999,"Male",51,"28","1-2 Year","Yes",46904,72,0
46420,"Male",29,"41","< 1 Year","No",41450,63,0
118842,"Male",53,"28","1-2 Year","Yes",38940,200,0
336490,"Male",34,"50","1-2 Year","Yes",14694,241,0
149378,"Female",30,"41","< 1 Year","No",24097,251,0
28385,"Male",54,"28","1-2 Year","No",2630,179,0
288318,"Male",70,"28","1-2 Year","Yes",49907,222,0
299285,"Male",49,"3","1-2 Year","Yes",36381,37,1
124388,"Male",58,"28","1-2 Year","Yes",34779,163,0
270606,"Male",46,"8","1-2 Year","No",33104,103,0
93489,"Female",82,"28","> 2 Years","Yes",59775,75,0
166706,"Female",25,"11","< 1 Year","No",25913,11,0
257801,"Male",45,"28","1-2 Year","No",31810,203,0
350461,"Male",34,"28","1-2 Year","Yes",2630,15,0
346344,"Female",22,"46","< 1 Year","Yes",39167,41,0
192180,"Male",26,"28","< 1 Year","No",29987,215,0
270540,"Female",64,"28","1-2 Year","No",43427,228,0
327919,"Female",22,"29","< 1 Year","No",25390,226,0
129349,"Female",24,"28","< 1 Year","Yes",53357,146,0
274053,"Female",27,"46","< 1 Year","No",38445,243,0
307270,"Female",38,"46","1-2 Year","Yes",30926,160,0
163309,"Female",48,"28","1-2 Year","Yes",28416,149,0
328039,"Female",41,"28","1-2 Year","Yes",76643,98,0
120227,"Male",47,"8","1-2 Year","Yes",71712,102,0
276661,"Male",23,"3","< 1 Year","No",27165,259,0
354589,"Female",45,"28","> 2 Years","Yes",45359,31,1
320001,"Female",24,"15","< 1 Year","No",32161,105,0
368724,"Female",23,"15","< 1 Year","Yes",32718,178,0
372363,"Male",21,"30","< 1 Year","No",2630,18,0
320663,"Female",36,"29","1-2 Year","No",37886,214,0
128393,"Female",31,"28","< 1 Year","Yes",26057,181,1
182524,"Female",61,"11","1-2 Year","Yes",44614,126,0
357750,"Male",26,"28","< 1 Year","No",34922,210,0
238076,"Female",52,"46","1-2 Year","Yes",2630,218,0
372364,"Male",52,"46","1-2 Year","Yes",2630,154,0
376349,"Female",45,"28","1-2 Year","Yes",35836,85,1
302152,"Female",39,"28","1-2 Year","Yes",56161,125,0
265379,"Male",53,"28","1-2 Year","No",38322,136,0
355286,"Male",76,"28","> 2 Years","Yes",92347,134,0
17256,"Female",27,"41","< 1 Year","No",23208,58,0
